Date OS;Nature de prestation;Service bénéficiaire;Rubrique budgétaire;Fournisseur;type Frs;type de dépense;Montant dépens TTC;Service bénéficiair;type budget(I,F);délai d’exécution;délai réel d’exécution.
01/16/2012 00:00:00;Formation;Ex Siége;"Formation									";FACULTE DES SCIENCES ECONOMIQUES JURIDIQUES ET SOCIALES;local;Bon de commandes;21 000;Ex Siége;Investissement;0;
01/16/2012 00:00:00;Formation;Ex Siége;"Formation									";FACULTE DES SCIENCES ECONOMIQUES JURIDIQUES ET SOCIALES;local;Bon de commandes;23 800;Ex Siége;Investissement;1;
01/30/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";HOTEL FARAH CASABLANCA;local;Bon de commandes;3 059;Siege;Investissement;0;
02/21/2012 00:00:00;Réception et participation aux manifestations officielles;Direction régionale CHAOUIA TADLA (DRCT);"Réception & participation aux manifestations officielles									";HOTEL BEL AIR;local;Bon de commandes;1 200;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
02/01/2012 0:00;documentation générale;Direction régionale CHAOUIA TADLA (DRCT);"Documentation générale									";LIBRAIRIE EL RAZI SETTAT;local;Bon de commandes;1 037;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
01/19/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";TOP CLASS ESPRESSO;local;Bon de commandes;2 808;Siege;Investissement;0;
01/16/2012 00:00:00;Formation;Siege;"Formation									";UNIVERSITE HASSAN II ;local;Bon de commandes;21 000;Siege;Investissement;0;
02/03/2012 0:00;Réception et participation aux manifestations officielles;Siege;"Missions									";ICO TOURS INTERNATIONAL;local;Bon de commandes;28 174;Siege;Investissement;0;
01/10/2012 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;IMPRIMERIE ETOILE D'OR;local;Bon de commandes;1 056;Ex Siége;Investissement;0;
11/16/2011 00:00:00;Réception et participation aux manifestations officielles;Ex Siége;"Réception & participation aux manifestations officielles									";HOTEL IDOU ANFA;local;Bon de commandes;6 600;Ex Siége;Investissement;0;
01/23/2012 00:00:00;Formation;Siege;"Formation									";UNIVERSITE HASSAN II ;local;Bon de commandes;23 800;Siege;Investissement;0;
01/23/2012 00:00:00;Formation;Siege;"Formation									";UNIVERSITE HASSAN II ;local;Bon de commandes;16 800;Siege;Investissement;0;
02/28/2012 00:00:00;Acquisition du consommable bureautique;Siege;Achat de fournitures de bureau;MAPAMA;local;Bon de commandes;1 800;Siege;Investissement;0;
03/05/2012 0:00;Réception et participation aux manifestations officielles;Siege;"Documentation générale									";infoprint;local;Bon de commandes;11 250;Siege;Investissement;0;
12/07/2011 0:00;Travaux d'impression;Ex Siége;Achat de fournitures de bureau;C&C STUDIO;local;Marché Fournitures;593 820;Ex Siége;Investissement;0;
09/26/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;1 152;Ex Siége;Investissement;0;
12/19/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;1 782;Ex Siége;Investissement;0;
12/05/2011 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;384;Ex Siége;Investissement;0;
12/27/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;96;Ex Siége;Investissement;0;
12/01/2011 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;534;Ex Siége;Investissement;0;
12/08/2011 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;228;Ex Siége;Investissement;0;
12/23/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;MAILEVA MAROC ;local;Marché Fournitures;528 000;Ex Siége;Investissement;1;
12/21/2011 00:00:00;Service;Siege;"Entretien et réparations des biens immobiliers									";H.M PNEU;local;Bon de commandes;29 292;Siege;Investissement;0;
01/02/2012 0:00;documentation générale;Direction régionale CHAOUIA TADLA (DRCT);"Documentation générale									";LIBRAIRIE EL RAZI SETTAT;local;Bon de commandes;1 195;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
07/07/2011 0:00;Materiel audio visuel;Direction régionale CHAOUIA TADLA (DRCT);Matériel et outillage; STE STAR SERVICE SIHAM ;local;Bon de commandes;29 160;Direction régionale CHAOUIA TADLA (DRCT);Investissement;0;
07/07/2011 0:00;Acquisition de fournitures de bureau;EX (Direction Régionale Tadla Chaouia Ourdigha);Achat de fournitures de bureau; STE BUREAUTIQUE FARIRE;local;Bon de commandes;13 200;EX (Direction Régionale Tadla Chaouia Ourdigha);Investissement;0;
09/26/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;504;Ex Siége;Investissement;1;
08/05/2011 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;168;Ex Siége;Investissement;0;
06/09/2011 0:00;Acquisition de fournitures de bureau;Direction régionale FES-SAISS (DRFS);Achat de fournitures de bureau;HAZZAZ BOUBKER;local;Marché Fournitures;198 000;Direction régionale FES-SAISS (DRFS);Investissement;30;
09/26/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;IMPRIMERIE ETOILE D'OR;local;Bon de commandes;528;Ex Siége;Investissement;0;
07/11/2011 0:00;Réception et participation aux manifestations officielles;Ex Siége;"Réception & participation aux manifestations officielles									";EL ASRY BRAHIM;local;Bon de commandes;2 035;Ex Siége;Investissement;1;
08/09/2011 0:00;Réception et participation aux manifestations officielles;Ex Siége;"Réception & participation aux manifestations officielles									";VITA MAROC;local;Bon de commandes;600;Ex Siége;Investissement;0;
08/16/2011 00:00:00;Réception et participation aux manifestations officielles;Ex Siége;"Réception & participation aux manifestations officielles									";VITA MAROC;local;Bon de commandes;599;Ex Siége;Investissement;0;
10/14/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;SILVER BUREAU;local;Bon de commandes;14 400;Ex Siége;Investissement;0;
08/02/2011 0:00;Service;Ex Siége;"Entretien et réparations des biens mobiliers									";SILVER BUREAU;local;Bon de commandes;38 832;Ex Siége;Investissement;0;
10/14/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;DAR EL KOUNACHE;local;Marché Fournitures;924 000;Ex Siége;Investissement;2;
08/30/2011 00:00:00;Travaux;Ex Siége;Agencements et aménagements des constructions;BENDIDI COMPANY;local;Marché Travaux;869 256;Ex Siége;Investissement;6;
10/24/2011 00:00:00;Maintenance;Ex Siége;"Maintenance des agencements & installations techniques									";POLY LINE;local;Marché Services;156 240;Ex Siége;Investissement;2;
06/24/2011 00:00:00;Acquisition de fournitures de bureau;Direction régionale FES-SAISS (DRFS);Achat de fournitures de bureau;AZIZ ET SALIM EQUIPEMENTS;local;Bon de commandes;21 310;Direction régionale FES-SAISS (DRFS);Investissement;0;
08/23/2011 00:00:00;Réception et participation aux manifestations officielles;Ex Siége;"Réception & participation aux manifestations officielles									";VITA MAROC;local;Bon de commandes;599;Ex Siége;Investissement;0;
10/03/2011 0:00;Acquisition de fournitures de bureau;EX (Direction Régionale Meknes Tafilal);Achat de fournitures de bureau;REPER;local;Bon de commandes;16 567;EX (Direction Régionale Meknes Tafilal);Investissement;0;
03/03/2011 0:00;Travaux d'impression;Ex Siége;"Publications									";SPEED'ART;local;Bon de commandes;278 400;Ex Siége;Investissement;0;
01/30/2012 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;816;Ex Siége;Investissement;0;
04/29/2011 00:00:00;Acquisition du Mobilier de Bureau;Ex Siége;Mobilier de bureau;HWM MAROC SARL;local;Marché Fournitures;990 388;Ex Siége;Investissement;2;
01/26/2012 00:00:00;Acquisition de fournitures de bureau;EX (Direction Régionale Pôle Grand Casablanca);Achat de fournitures de bureau;BUROPA;local;Bon de commandes;216;EX (Direction Régionale Pôle Grand Casablanca);Investissement;0;
01/24/2011 00:00:00;Acquisition de fournitures de bureau;EX (Direction Régionale Pôle Grand Casablanca);Achat de fournitures de bureau;DAR EL KOUNACHE;local;Bon de commandes;48;EX (Direction Régionale Pôle Grand Casablanca);Investissement;1;
02/28/2011 00:00:00;Acquisition du Matériels de Bureau;EX (Direction Régionale Pôle Grand Casablanca);Matériel de bureau;CARREFOUR TECHNOLOGIE;local;Marché Fournitures;10 000;EX (Direction Régionale Pôle Grand Casablanca);Investissement;30;
02/28/2011 00:00:00;Acquisition du Matériels de Bureau;EX (Direction Régionale Pôle Grand Casablanca);Matériel de bureau;CARREFOUR TECHNOLOGIE;local;Marché Fournitures;10 000;EX (Direction Régionale Pôle Grand Casablanca);Investissement;30;
11/03/2011 0:00;Service;Ex Siége;"Honoraires									";LMS FORMATION SARL;local;Marché Services;54 000;Ex Siége;Investissement;0;
06/24/2011 00:00:00;Acquisition de fournitures de bureau;Direction régionale FES-SAISS (DRFS);Achat de fournitures de bureau;ASOMIE SA;local;Bon de commandes;27 480;Direction régionale FES-SAISS (DRFS);Investissement;0;
10/10/2011 0:00;Acquisition d'équipements informatiques;Ex Siége;Matériel informatique;MICRODATA;local;Marché Fournitures;948 600;Ex Siége;Investissement;0;
08/30/2011 00:00:00;Materiel audio visuel;Ex Siége;Installations techniques;AVS SARL;local;Marché Fournitures;203 232;Ex Siége;Investissement;2;
12/26/2011 00:00:00;Entretien et réparation des biens mobiliers;Ex Siége;Mobilier de bureau;SCHIP;local;Bon de commandes;246;Ex Siége;Investissement;0;
09/19/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;96;Ex Siége;Investissement;0;
09/26/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;1 728;Ex Siége;Investissement;0;
09/26/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;864;Ex Siége;Investissement;0;
11/15/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;480;Ex Siége;Investissement;0;
10/18/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;384;Ex Siége;Investissement;0;
10/19/2011 00:00:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;534;Ex Siége;Investissement;0;
12/29/2011 00:00:00;Service;Ex Siége;Assurances matériel de transport;GRAS SAVOYE;local;Marché Services;371 063;Ex Siége;Investissement;1 096;
10/12/2011 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;768;Ex Siége;Investissement;0;
12/08/2011 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;204;Ex Siége;Investissement;0;
01/05/2012 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;192;Ex Siége;Investissement;0;
10/06/2011 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;984;Ex Siége;Investissement;0;
11/21/2011 00:00:00;Acquisition du Matériels de Bureau;Ex Siége;Matériel de bureau;TA BURO SARL;local;Marché Fournitures;864 000;Ex Siége;Investissement;2;
11/03/2011 0:00;Service;Ex Siége;"Honoraires									";LMS FORMATION SARL;local;Marché Services;108 000;Ex Siége;Investissement;0;
06/29/2011 00:00:00;entretien et la maintenance du matriel informatique;Ex Siége;"Maintenance des agencements & installations techniques									";FINATECH GROUP;local;Marché Services;460 921;Ex Siége;Investissement;1;
06/14/2011 00:00:00;Travaux;Ex Siége;Installations techniques;FRIG CHOK EQUIPEMENT;local;Marché Travaux;1 386 000;Ex Siége;Investissement;2;
06/13/2011 00:00:00;Acquisition de fournitures de bureau;Direction régionale FES-SAISS (DRFS);Achat de fournitures de bureau;AZIZ ET SALIM EQUIPEMENTS;local;Marché Fournitures;21 264;Direction régionale FES-SAISS (DRFS);Investissement;1;
04/03/2012 0:00;Travaux de transport;Direction régionale FES-SAISS (DRFS);"Transport									";ATLAS ASSISTANCE FES;local;Bon de commandes;1 642;Direction régionale FES-SAISS (DRFS);Investissement;0;
02/08/2011 0:00;Acquisition de fournitures électriques;Ex Siége;"Maintenance des agencements & installations techniques									";OTIS MAROC;local;Bon de commandes;2 806;Ex Siége;Investissement;0;
12/30/2011 00:00:00;SOLUTION INFORMATIQUE;Ex Siége;Matériel informatique;INTELCOM;local;Marché Fournitures;1 735 997;Ex Siége;Investissement;0;
07/04/2011 0:00;Travaux d'impression;Ex Siége;"Publications									";IMPRIMERIE EL MAARIF EL JADIDA;local;Marché Services;399 300;Ex Siége;Investissement;1 096;
02/23/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";RESTAURANT LA FIBULE;local;Bon de commandes;3 220;Siege;Investissement;0;
01/23/2012 00:00:00;Formation;Siege;"Formation									";UNIVERSITE HASSAN II ;local;Bon de commandes;17 500;Siege;Investissement;0;
12/16/2011 00:00:00;Acquisition de fournitures informatiques;Ex Siége;Matériel informatique;BESTMARK;local;Marché Fournitures;1 123 920;Ex Siége;Investissement;0;
02/02/2012 0:00;Acquisition de fournitures de bureau;Ex Siége;Achat de fournitures de bureau;FIRST  EQUIPEMENT PUBLICITE GRAVURE;local;Bon de commandes;708;Ex Siége;Investissement;0;
02/24/2012 00:00:00;Réception et participation aux manifestations officielles;Siege;"Voyage et déplacement									";ICO TOURS INTERNATIONAL;local;Bon de commandes;1 384;Siege;Investissement;0;
04/03/2012 0:00;Réception et participation aux manifestations officielles;Siege;Location et charges locatives;S.I.A.M;local;Bon de commandes;144 106;Siege;Investissement;1;
01/06/2012 0:00;Réception et participation aux manifestations officielles;Siege;"Réception & participation aux manifestations officielles									";LP TRAITEUR;local;Bon de commandes;5 016;Siege;Investissement;0;
